Customer_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,City,State,Favorite_Team,Occupation,Annual_Income,Loyalty_Tier,Email,Phone,Registration_Date
C03573,Chanchal,Sarkar,Female,40,1986-11-15,Jaipur,Rajasthan,LSG,Teacher,754571,Bronze,chanchal.sarkar545@yahoo.com,7791149576,2024-10-24
C03574,Zashil,Oak,Male,27,1999-03-17,Bengaluru,Karnataka,PBKS,Graphic Designer,647993,Bronze,zashil.oak678@outlook.com,8320779303,2025-11-09
C03575,Ishita,Mukhopadhyay,Female,55,1971-06-26,Mumbai,Maharashtra,RCB,Lawyer,1678226,Gold,ishita.mukhopadhyay538@gmail.com,9383841585,2024-05-30
C03576,Harish,Zacharia,Male,26,2000-04-15,Mumbai,Maharashtra,LSG,Teacher,401193,Bronze,harish.zacharia410@gmail.com,7266969042,2026-02-17
C03577,Diya,Loyal,Female,41,1985-01-28,Mumbai,Maharashtra,SRH,Data Scientist,1054098,Bronze,diya.loyal775@gmail.com,8397741585,2024-10-19
C03578,Akshay,Ganesh,Male,52,1974-11-14,Mohali,Punjab,GT,Software Engineer,869396,Bronze,akshay.ganesh577@gmail.com,9267750428,2024-04-18
C03579,Neel,Bumb,Male,24,2002-08-01,Mohali,Punjab,SRH,Doctor,1313676,Bronze,neel.bumb414@yahoo.com,9355416874,2025-11-17
C03580,Girik,Deep,Male,36,1990-12-27,Kolkata,West Bengal,SRH,Government Employee,609288,Bronze,girik.deep64@yahoo.com,9279916876,2025-04-10
C03581,Leela,Nadkarni,Female,40,1986-03-08,Delhi,Delhi,RCB,Graphic Designer,789679,Bronze,leela.nadkarni374@yahoo.com,9331004830,2025-09-18
C03582,Dakshesh,Suri,Male,23,2003-11-07,Kolkata,West Bengal,RCB,Teacher,772529,Bronze,dakshesh.suri567@yahoo.com,8377544378,2024-12-09
C03583,Sanya,Grover,Female,19,2007-11-26,Bengaluru,Karnataka,SRH,Police Officer,516254,Silver,sanya.grover701@hotmail.com,6785351562,2025-03-04
C03584,Balhaar,Nayak,Male,29,1997-04-26,Kolkata,West Bengal,CSK,Doctor,1779947,Silver,balhaar.nayak109@gmail.com,8010192542,2025-02-21
C03585,Quincy,Bora,Male,32,1994-04-09,Lucknow,Uttar Pradesh,CSK,Banker,1002729,Gold,quincy.bora188@gmail.com,8800196494,2024-02-26
C03586,Xavier,Sekhon,Male,24,2002-12-10,Kolkata,West Bengal,MI,Lawyer,2178864,Silver,xavier.sekhon141@yahoo.com,9704669282,2025-02-23
C03587,Vasudha,Koshy,Female,36,1990-06-04,Lucknow,Uttar Pradesh,KKR,Data Analyst,769756,Bronze,vasudha.koshy284@yahoo.com,6279455150,2024-03-08
C03588,Yashoda,Varty,Female,44,1982-08-19,Bengaluru,Karnataka,RR,Sales Executive,817704,Platinum,yashoda.varty334@outlook.com,9392416189,2024-02-09
C03589,Yashasvi,Memon,Female,34,1992-03-04,Delhi,Delhi,MI,Software Engineer,631114,Platinum,yashasvi.memon725@gmail.com,6947259919,2025-04-01
C03590,Fariq,Bera,Male,44,1982-01-07,Hyderabad,Telangana,LSG,Chartered Accountant,1942270,Bronze,fariq.bera797@yahoo.com,9776800525,2025-04-18
C03591,Chandran,Sengupta,Male,20,2006-02-02,Mumbai,Maharashtra,PBKS,Software Engineer,1514027,Bronze,chandran.sengupta581@hotmail.com,9859929044,2025-02-09
C03592,Urishilla,Sankar,Female,25,2001-03-11,Lucknow,Uttar Pradesh,SRH,Doctor,2791653,Gold,urishilla.sankar493@hotmail.com,8915396580,2024-12-18
C03593,Upadhriti,Subramanian,Female,29,1997-02-14,Lucknow,Uttar Pradesh,PBKS,Chartered Accountant,854477,Platinum,upadhriti.subramanian381@yahoo.com,8643446093,2024-05-05
C03594,Arya,Manne,Female,31,1995-10-03,Chennai,Tamil Nadu,GT,Business Owner,3020528,Bronze,arya.manne149@yahoo.com,7199749758,2025-02-25
C03595,Luke,Bose,Male,44,1982-01-02,Jaipur,Rajasthan,SRH,Graphic Designer,424927,Bronze,luke.bose268@gmail.com,9748620998,2024-02-13
C03596,Yatan,Munshi,Male,18,2008-01-08,Chennai,Tamil Nadu,GT,Data Scientist,1475144,Bronze,yatan.munshi56@hotmail.com,9506439579,2025-01-21
C03597,Qabil,Dua,Male,44,1982-05-08,Mumbai,Maharashtra,CSK,Business Owner,970036,Bronze,qabil.dua202@outlook.com,8622421592,2024-06-13
C03598,Agastya,Krishnan,Male,27,1999-02-20,Ahmedabad,Gujarat,GT,Sales Executive,803601,Bronze,agastya.krishnan937@yahoo.com,9399364494,2025-05-11
C03599,Laban,Oak,Male,29,1997-12-24,Ahmedabad,Gujarat,RR,Civil Engineer,731325,Bronze,laban.oak304@yahoo.com,6368580824,2025-08-21
C03600,Agastya,Cherian,Male,18,2008-07-08,Bengaluru,Karnataka,CSK,Entrepreneur,4860302,Silver,agastya.cherian768@gmail.com,9664987256,2025-12-18
C03601,Jack,Sawhney,Male,29,1997-06-04,Chennai,Tamil Nadu,KKR,Data Scientist,2160159,Bronze,jack.sawhney355@hotmail.com,9305914617,2025-06-07
C03602,Aarush,Balan,Male,44,1982-10-13,Bengaluru,Karnataka,RCB,Data Analyst,817305,Silver,aarush.balan910@outlook.com,7184678505,2025-08-13
C03603,Ojas,Peri,Male,20,2006-09-28,Jaipur,Rajasthan,GT,Graphic Designer,856781,Silver,ojas.peri651@gmail.com,6584303350,2025-11-04
C03604,Nidra,Chand,Female,33,1993-08-02,Bengaluru,Karnataka,LSG,Business Owner,4067486,Bronze,nidra.chand190@outlook.com,9024623488,2025-08-30
C03605,Azaan,Panchal,Male,33,1993-05-06,Chennai,Tamil Nadu,RR,Doctor,2947637,Gold,azaan.panchal214@yahoo.com,7882068238,2024-08-26
C03606,Champak,Chopra,Male,55,1971-02-12,Hyderabad,Telangana,CSK,Government Employee,1078469,Bronze,champak.chopra299@gmail.com,7200304274,2024-03-30
C03607,Frado,Manne,Male,56,1970-10-11,Chennai,Tamil Nadu,RR,Graphic Designer,593345,Platinum,frado.manne485@gmail.com,8540466470,2025-07-06
C03608,Nirja,Saran,Female,28,1998-04-08,Hyderabad,Telangana,CSK,Banker,1224631,Platinum,nirja.saran790@hotmail.com,6031161186,2024-04-11
C03609,Neha,Rattan,Female,25,2001-01-03,Mumbai,Maharashtra,KKR,Civil Engineer,861099,Silver,neha.rattan708@yahoo.com,9462552715,2025-08-08
C03610,Wriddhish,Salvi,Male,20,2006-01-12,Mumbai,Maharashtra,RR,Lawyer,2248390,Bronze,wriddhish.salvi25@hotmail.com,7399805698,2024-03-11
C03611,Fitan,Deshpande,Male,42,1984-06-01,Ahmedabad,Gujarat,RR,Nurse,389249,Bronze,fitan.deshpande887@outlook.com,8335311326,2024-06-06
C03612,Lopa,Hora,Female,26,2000-09-09,Kolkata,West Bengal,MI,Nurse,673202,Silver,lopa.hora275@gmail.com,8394844779,2025-09-19
C03613,Lekha,Nazareth,Female,36,1990-02-21,Lucknow,Uttar Pradesh,CSK,Teacher,532798,Gold,lekha.nazareth469@gmail.com,7297686210,2025-03-16
C03614,Warjas,Joshi,Male,55,1971-06-14,Jaipur,Rajasthan,MI,Business Owner,4281363,Bronze,warjas.joshi466@gmail.com,8747877697,2025-05-15
C03615,Jairaj,Pai,Male,25,2001-06-22,Jaipur,Rajasthan,DC,Data Analyst,866474,Bronze,jairaj.pai710@outlook.com,9010758927,2024-06-21
C03616,Siddharth,Palan,Male,24,2002-01-21,Mumbai,Maharashtra,MI,Banker,1276362,Silver,siddharth.palan385@outlook.com,6946899179,2025-07-18
C03617,Viraj,Sandal,Male,36,1990-04-01,Mumbai,Maharashtra,RR,Business Owner,2164564,Bronze,viraj.sandal309@gmail.com,7500222398,2025-05-26
C03618,Meghana,Bassi,Female,49,1977-09-03,Jaipur,Rajasthan,MI,Teacher,589455,Silver,meghana.bassi269@outlook.com,6462972289,2024-05-29
C03619,Gunbir,Saxena,Male,40,1986-11-12,Mohali,Punjab,SRH,Civil Engineer,802252,Silver,gunbir.saxena358@hotmail.com,6354787772,2024-04-18
C03620,Vidhi,Panchal,Female,45,1981-09-26,Jaipur,Rajasthan,CSK,Nurse,376964,Bronze,vidhi.panchal404@gmail.com,8756289886,2025-08-17
C03621,Isaiah,Biswas,Male,57,1969-11-22,Delhi,Delhi,RCB,Nurse,305900,Bronze,isaiah.biswas506@gmail.com,6627097517,2025-04-16
C03622,Anamika,Shenoy,Female,33,1993-06-27,Jaipur,Rajasthan,PBKS,Marketing Executive,662962,Bronze,anamika.shenoy705@yahoo.com,7132629383,2025-09-25
C03623,Chakradev,Borah,Male,32,1994-05-09,Mohali,Punjab,CSK,Software Engineer,963049,Bronze,chakradev.borah69@yahoo.com,7654303308,2025-06-18
C03624,Kai,Brar,Male,25,2001-09-15,Ahmedabad,Gujarat,SRH,Student,194601,Bronze,kai.brar62@gmail.com,7764755073,2025-05-24
C03625,Sara,Johal,Female,20,2006-10-01,Mohali,Punjab,DC,Chartered Accountant,1350535,Bronze,sara.johal276@hotmail.com,6923173048,2024-11-01
C03626,Harish,Kumar,Male,21,2005-03-19,Mohali,Punjab,RCB,Doctor,944777,Bronze,harish.kumar98@gmail.com,6014283574,2026-01-26
C03627,Gopal,Sabharwal,Male,33,1993-05-13,Lucknow,Uttar Pradesh,GT,Graphic Designer,658314,Bronze,gopal.sabharwal380@gmail.com,9683375316,2024-06-16
C03628,Ladli,Majumdar,Female,36,1990-09-17,Chennai,Tamil Nadu,SRH,Data Analyst,860703,Bronze,ladli.majumdar424@yahoo.com,7950851538,2024-02-21
C03629,Bachittar,Rana,Male,37,1989-11-27,Bengaluru,Karnataka,GT,Government Employee,542360,Bronze,bachittar.rana770@outlook.com,7270775614,2024-09-12
C03630,Yashvi,Munshi,Female,43,1983-12-10,Lucknow,Uttar Pradesh,RCB,Police Officer,373202,Bronze,yashvi.munshi143@yahoo.com,8277297371,2024-02-23
C03631,Jasmit,Bath,Female,41,1985-03-02,Lucknow,Uttar Pradesh,GT,Data Analyst,660175,Bronze,jasmit.bath914@gmail.com,9213954053,2024-05-19
C03632,Jeremiah,Patil,Male,34,1992-03-22,Bengaluru,Karnataka,CSK,Entrepreneur,4710974,Bronze,jeremiah.patil405@outlook.com,9456413131,2025-03-26
C03633,Indrajit,Aggarwal,Male,45,1981-05-02,Mumbai,Maharashtra,KKR,Civil Engineer,1407675,Silver,indrajit.aggarwal798@outlook.com,9705998190,2024-01-09
C03634,Charita,Soman,Female,23,2003-02-25,Lucknow,Uttar Pradesh,KKR,Entrepreneur,2278197,Bronze,charita.soman505@yahoo.com,6922554166,2025-08-16
C03635,Veer,Wali,Male,23,2003-12-24,Chennai,Tamil Nadu,RCB,Government Employee,808132,Bronze,veer.wali189@outlook.com,6467519567,2025-01-26
C03636,Sai,Sandal,Male,39,1987-06-17,Kolkata,West Bengal,KKR,Sales Executive,390442,Bronze,sai.sandal959@outlook.com,6243673289,2026-03-15
C03637,Manbir,Sunder,Male,51,1975-04-04,Kolkata,West Bengal,MI,Marketing Executive,840111,Bronze,manbir.sunder819@outlook.com,9810320429,2026-02-21
C03638,Om,Gola,Male,18,2008-12-11,Lucknow,Uttar Pradesh,SRH,Teacher,330737,Silver,om.gola625@hotmail.com,9663860734,2024-07-17
C03639,Wyatt,Subramanian,Male,56,1970-03-18,Delhi,Delhi,RR,Doctor,2119194,Gold,wyatt.subramanian213@gmail.com,9902977337,2025-02-18
C03640,Girish,Aggarwal,Male,23,2003-02-16,Jaipur,Rajasthan,GT,Civil Engineer,1379380,Bronze,girish.aggarwal513@outlook.com,9835968037,2025-01-20
C03641,Shivansh,Dua,Male,37,1989-12-03,Kolkata,West Bengal,SRH,Entrepreneur,959374,Silver,shivansh.dua283@outlook.com,9146301053,2024-08-10
C03642,Finn,Hayer,Male,25,2001-09-09,Hyderabad,Telangana,KKR,Doctor,1180222,Bronze,finn.hayer803@outlook.com,7906187129,2025-09-12
C03643,Gabriel,Balakrishnan,Male,42,1984-06-14,Chennai,Tamil Nadu,MI,Business Owner,1570097,Bronze,gabriel.balakrishnan664@hotmail.com,7699674053,2024-12-16
C03644,Jack,Dutt,Male,18,2008-12-23,Ahmedabad,Gujarat,MI,Chartered Accountant,933218,Gold,jack.dutt30@yahoo.com,8645902769,2024-10-12
C03645,Kabir,Bose,Male,24,2002-09-14,Bengaluru,Karnataka,DC,Chartered Accountant,1695410,Bronze,kabir.bose876@gmail.com,7232069499,2024-04-10
C03646,Madhavi,Ahuja,Female,42,1984-11-17,Lucknow,Uttar Pradesh,RR,Freelancer,573320,Silver,madhavi.ahuja521@hotmail.com,8730601285,2026-02-04
C03647,Janaki,Dave,Female,27,1999-06-08,Mohali,Punjab,RCB,Student,288329,Platinum,janaki.dave798@outlook.com,8511351295,2025-10-04
C03648,Ekani,Nair,Female,55,1971-10-23,Chennai,Tamil Nadu,LSG,Banker,695676,Silver,ekani.nair44@yahoo.com,6957190516,2025-03-30
C03649,Ekalinga,Kunda,Male,33,1993-06-02,Bengaluru,Karnataka,GT,Chartered Accountant,1806040,Silver,ekalinga.kunda104@gmail.com,8103502298,2024-06-21
C03650,Hritik,Wagle,Male,42,1984-03-26,Lucknow,Uttar Pradesh,CSK,Freelancer,772451,Silver,hritik.wagle812@yahoo.com,6666110747,2025-10-14
C03651,Geetika,Chaudhari,Female,35,1991-05-09,Ahmedabad,Gujarat,CSK,Freelancer,1456099,Gold,geetika.chaudhari601@yahoo.com,8267118970,2024-11-12
C03652,Maya,Sandal,Female,34,1992-08-17,Bengaluru,Karnataka,RCB,Data Analyst,611687,Bronze,maya.sandal225@yahoo.com,9086403160,2024-11-17
C03653,Tanay,Basu,Male,30,1996-11-10,Mumbai,Maharashtra,DC,Nurse,494101,Silver,tanay.basu357@hotmail.com,7561538152,2025-06-12
C03654,Umang,Patla,Male,36,1990-09-20,Kolkata,West Bengal,PBKS,Sales Executive,858867,Bronze,umang.patla229@hotmail.com,8604999111,2025-06-11
C03655,Indira,Samra,Female,20,2006-01-15,Chennai,Tamil Nadu,KKR,Mechanical Engineer,1363820,Bronze,indira.samra149@outlook.com,9812992097,2024-02-28
C03656,Zayyan,Behl,Male,25,2001-02-09,Hyderabad,Telangana,PBKS,Software Engineer,906416,Silver,zayyan.behl464@hotmail.com,9617229722,2024-01-27
C03657,Gavin,Sarna,Male,26,2000-01-17,Kolkata,West Bengal,CSK,Entrepreneur,4426874,Silver,gavin.sarna486@hotmail.com,6247792380,2024-06-26
C03658,Aadi,Wable,Male,29,1997-01-23,Delhi,Delhi,RCB,Nurse,650626,Silver,aadi.wable479@hotmail.com,8646942854,2025-04-16
C03659,Forum,Rajan,Female,33,1993-08-21,Lucknow,Uttar Pradesh,MI,Freelancer,1479296,Gold,forum.rajan61@outlook.com,6307735286,2025-04-18
C03660,Dominic,Bora,Male,25,2001-04-16,Ahmedabad,Gujarat,MI,Student,255297,Platinum,dominic.bora829@yahoo.com,9994279154,2024-12-23
C03661,Samarth,Kara,Male,28,1998-05-22,Jaipur,Rajasthan,RCB,Business Owner,1477469,Bronze,samarth.kara714@yahoo.com,9949477099,2024-12-04
C03662,Faraj,Goda,Male,39,1987-02-12,Jaipur,Rajasthan,SRH,Student,136831,Silver,faraj.goda237@outlook.com,7150459923,2024-08-23
C03663,Mitali,Kaur,Female,37,1989-02-08,Mumbai,Maharashtra,RR,Nurse,580599,Bronze,mitali.kaur224@hotmail.com,8396905727,2024-10-15
C03664,Jagat,Hora,Male,34,1992-09-20,Hyderabad,Telangana,RCB,Chartered Accountant,1019175,Silver,jagat.hora788@gmail.com,9566345643,2024-10-16
C03665,Aahana,Mishra,Female,34,1992-12-11,Bengaluru,Karnataka,RCB,Lawyer,864766,Gold,aahana.mishra687@hotmail.com,9441449057,2024-11-29
C03666,Vedant,Karan,Male,30,1996-03-26,Chennai,Tamil Nadu,RCB,Freelancer,557187,Bronze,vedant.karan391@yahoo.com,6322559562,2026-01-22
C03667,Balhaar,Gara,Male,18,2008-05-13,Ahmedabad,Gujarat,RCB,Banker,843574,Bronze,balhaar.gara753@hotmail.com,9878418302,2024-01-27
C03668,Damyanti,Lalla,Female,47,1979-10-21,Chennai,Tamil Nadu,DC,Police Officer,364538,Bronze,damyanti.lalla326@outlook.com,7967017820,2025-08-26
C03669,Gabriel,Vohra,Male,33,1993-02-13,Jaipur,Rajasthan,GT,Graphic Designer,526468,Bronze,gabriel.vohra2@hotmail.com,7653824047,2025-08-21
C03670,Guneet,Pant,Male,32,1994-06-05,Delhi,Delhi,KKR,Civil Engineer,1355059,Bronze,guneet.pant416@outlook.com,7296975713,2024-04-12
C03671,Anita,Lad,Female,24,2002-10-27,Chennai,Tamil Nadu,RCB,Government Employee,1145600,Silver,anita.lad583@yahoo.com,8839762989,2024-02-13
C03672,Jacob,Kari,Male,21,2005-06-26,Kolkata,West Bengal,SRH,Data Analyst,788926,Silver,jacob.kari722@yahoo.com,9771006546,2025-01-19
C03673,Ekavir,Biswas,Male,22,2004-05-15,Chennai,Tamil Nadu,MI,Business Owner,1663129,Gold,ekavir.biswas436@hotmail.com,7767562405,2025-05-22
C03674,Mahika,Chopra,Female,37,1989-11-11,Kolkata,West Bengal,SRH,Freelancer,345817,Bronze,mahika.chopra302@gmail.com,6430142079,2024-09-01
C03675,Damyanti,Borde,Female,33,1993-06-02,Kolkata,West Bengal,GT,Freelancer,1364856,Silver,damyanti.borde372@yahoo.com,6618619055,2025-11-16
C03676,Advaith,Bedi,Male,49,1977-08-21,Kolkata,West Bengal,GT,Data Analyst,896293,Bronze,advaith.bedi546@gmail.com,6095664101,2025-12-14
C03677,Ganga,Zacharia,Female,42,1984-10-09,Hyderabad,Telangana,GT,Doctor,844177,Bronze,ganga.zacharia986@gmail.com,9756635784,2024-10-12
C03678,Hemani,Raval,Female,39,1987-12-22,Mumbai,Maharashtra,MI,Business Owner,4268144,Bronze,hemani.raval198@yahoo.com,7454629817,2025-01-04
C03679,Abeer,Kibe,Male,32,1994-11-02,Lucknow,Uttar Pradesh,KKR,Government Employee,969801,Silver,abeer.kibe574@gmail.com,8466606273,2024-11-10
C03680,Arjun,Hans,Male,28,1998-04-02,Hyderabad,Telangana,RCB,Civil Engineer,1226789,Silver,arjun.hans602@gmail.com,7159278428,2024-02-09
C03681,Viraj,Varma,Male,36,1990-10-19,Ahmedabad,Gujarat,CSK,Data Analyst,957868,Silver,viraj.varma710@hotmail.com,9427016434,2024-05-16
C03682,Bhavini,Upadhyay,Female,25,2001-07-19,Delhi,Delhi,MI,Banker,653767,Bronze,bhavini.upadhyay128@hotmail.com,9510294272,2025-10-25
C03683,Reva,Singhal,Female,25,2001-01-02,Chennai,Tamil Nadu,SRH,Entrepreneur,3008580,Gold,reva.singhal259@hotmail.com,7024044329,2024-03-02
C03684,Eta,Pau,Female,22,2004-06-14,Mumbai,Maharashtra,DC,Entrepreneur,2778758,Platinum,eta.pau722@yahoo.com,6070512571,2025-04-25
C03685,Falguni,Iyengar,Female,47,1979-09-07,Chennai,Tamil Nadu,SRH,Sales Executive,389532,Silver,falguni.iyengar670@yahoo.com,8096190587,2025-07-05
C03686,Praneel,Murty,Male,24,2002-05-03,Mumbai,Maharashtra,LSG,Entrepreneur,1663572,Bronze,praneel.murty870@hotmail.com,8198763648,2025-10-07
C03687,Falan,Sehgal,Male,38,1988-02-10,Ahmedabad,Gujarat,LSG,Freelancer,262836,Bronze,falan.sehgal828@gmail.com,9344311006,2025-11-26
C03688,Yug,Kalita,Male,31,1995-05-22,Lucknow,Uttar Pradesh,LSG,Civil Engineer,549599,Bronze,yug.kalita512@gmail.com,9740521911,2025-10-12
C03689,Unnati,Sandhu,Female,18,2008-06-05,Hyderabad,Telangana,MI,Graphic Designer,619515,Gold,unnati.sandhu728@hotmail.com,9518394550,2024-11-09
C03690,Kalpit,Rajan,Male,60,1966-04-05,Bengaluru,Karnataka,MI,Software Engineer,1605703,Gold,kalpit.rajan851@gmail.com,7594848522,2025-04-30
C03691,Krishna,Majumdar,Male,58,1968-11-15,Ahmedabad,Gujarat,RR,Student,148068,Bronze,krishna.majumdar691@outlook.com,9796717577,2025-06-30
C03692,Wridesh,Khosla,Male,35,1991-06-01,Ahmedabad,Gujarat,KKR,Banker,1287565,Silver,wridesh.khosla394@outlook.com,7450058694,2024-07-29
C03693,Gavin,Bansal,Male,44,1982-01-09,Delhi,Delhi,CSK,Banker,1532197,Bronze,gavin.bansal649@hotmail.com,6131351820,2026-03-08
C03694,Ayushman,Modi,Male,27,1999-11-21,Lucknow,Uttar Pradesh,KKR,Sales Executive,867563,Gold,ayushman.modi979@gmail.com,6057676108,2025-04-18
C03695,Chatresh,Zachariah,Male,27,1999-10-05,Lucknow,Uttar Pradesh,KKR,Data Analyst,810121,Bronze,chatresh.zachariah919@outlook.com,8835879134,2025-08-19
C03696,Yadavi,Ramachandran,Female,34,1992-04-20,Jaipur,Rajasthan,MI,Student,15263,Silver,yadavi.ramachandran448@hotmail.com,7016569993,2024-12-01
C03697,Ekapad,Pall,Male,39,1987-06-07,Kolkata,West Bengal,RCB,Business Owner,3666856,Bronze,ekapad.pall421@yahoo.com,9070737772,2024-06-24
C03698,Niharika,Natt,Female,39,1987-02-08,Mumbai,Maharashtra,RCB,Nurse,662315,Gold,niharika.natt385@outlook.com,7133264033,2025-09-28
C03699,Robert,Kaur,Male,34,1992-07-26,Kolkata,West Bengal,CSK,Lawyer,1977717,Silver,robert.kaur479@yahoo.com,9495510186,2025-01-20
C03700,Girindra,Dixit,Male,18,2008-07-25,Mohali,Punjab,RR,Freelancer,307774,Silver,girindra.dixit925@outlook.com,6449452442,2024-01-25
C03701,Vyanjana,Bandi,Female,42,1984-02-22,Delhi,Delhi,CSK,Business Owner,1822886,Bronze,vyanjana.bandi95@gmail.com,6914484207,2024-02-19
C03702,Isaiah,Palan,Male,18,2008-03-22,Kolkata,West Bengal,PBKS,Data Scientist,1547654,Silver,isaiah.palan662@yahoo.com,6645152109,2024-09-23
C03703,Sanaya,Kala,Female,43,1983-08-24,Kolkata,West Bengal,CSK,Doctor,854893,Silver,sanaya.kala307@gmail.com,6335703993,2024-09-08
C03704,Qadim,Dixit,Male,41,1985-10-10,Jaipur,Rajasthan,CSK,Business Owner,2987183,Bronze,qadim.dixit392@yahoo.com,7432846863,2024-01-06
C03705,Libni,Swamy,Female,50,1976-04-07,Lucknow,Uttar Pradesh,LSG,Doctor,2142075,Bronze,libni.swamy888@gmail.com,8780591811,2025-06-21
C03706,Chandresh,Chakraborty,Male,24,2002-02-07,Delhi,Delhi,SRH,Freelancer,344836,Gold,chandresh.chakraborty89@hotmail.com,7013875314,2024-02-09
C03707,Frado,Kant,Male,33,1993-02-07,Mumbai,Maharashtra,SRH,Data Scientist,897010,Gold,frado.kant797@gmail.com,8976706542,2025-01-10
C03708,Praneel,Ratta,Male,57,1969-06-23,Mohali,Punjab,SRH,Civil Engineer,1283016,Silver,praneel.ratta689@outlook.com,9551733796,2025-03-17
C03709,Vrinda,Goel,Female,42,1984-12-27,Hyderabad,Telangana,MI,Entrepreneur,3214430,Bronze,vrinda.goel75@yahoo.com,8871984683,2024-05-26
C03710,Yashvi,Kohli,Female,29,1997-02-27,Bengaluru,Karnataka,RR,Doctor,869024,Silver,yashvi.kohli853@gmail.com,9073255073,2025-10-03
C03711,Rudra,Brahmbhatt,Male,29,1997-05-20,Hyderabad,Telangana,RR,Doctor,1622240,Bronze,rudra.brahmbhatt846@hotmail.com,7115270595,2025-03-05
C03712,Jeet,Shankar,Male,31,1995-04-15,Mumbai,Maharashtra,CSK,Business Owner,4225830,Bronze,jeet.shankar756@gmail.com,7671245334,2025-03-03
C03713,Aarush,Kashyap,Male,20,2006-06-22,Kolkata,West Bengal,PBKS,Chartered Accountant,1153832,Bronze,aarush.kashyap378@gmail.com,9020075551,2024-09-16
C03714,Hiral,Bhagat,Female,39,1987-11-24,Mumbai,Maharashtra,MI,Government Employee,471059,Gold,hiral.bhagat127@hotmail.com,8888354844,2025-11-23
C03715,Xavier,Hora,Male,44,1982-02-27,Chennai,Tamil Nadu,DC,Entrepreneur,2971119,Silver,xavier.hora304@gmail.com,9049319883,2024-06-04
C03716,Shaurya,Ganesan,Male,59,1967-04-08,Lucknow,Uttar Pradesh,CSK,Government Employee,766493,Bronze,shaurya.ganesan424@yahoo.com,8934447107,2025-06-23
C03717,Rachana,Gala,Female,28,1998-04-23,Jaipur,Rajasthan,MI,Sales Executive,752913,Silver,rachana.gala463@outlook.com,8803873900,2025-11-26
C03718,Patrick,Yogi,Male,42,1984-04-08,Delhi,Delhi,CSK,Student,160549,Bronze,patrick.yogi138@hotmail.com,9655528125,2024-07-20
C03719,Yochana,Issac,Female,27,1999-10-22,Bengaluru,Karnataka,GT,Student,91396,Platinum,yochana.issac32@outlook.com,8720099218,2025-10-17
C03720,Yoshita,Tank,Female,29,1997-05-02,Delhi,Delhi,CSK,Police Officer,645076,Silver,yoshita.tank58@hotmail.com,7375041315,2024-09-16
C03721,Max,Vyas,Male,22,2004-12-19,Lucknow,Uttar Pradesh,RR,Business Owner,2251860,Gold,max.vyas912@outlook.com,9391817270,2025-03-01
C03722,Divya,Parmer,Female,57,1969-03-13,Kolkata,West Bengal,RCB,Lawyer,713870,Silver,divya.parmer469@gmail.com,6100679483,2024-07-05
C03723,Ijaya,Dhar,Female,20,2006-10-07,Bengaluru,Karnataka,RR,Data Analyst,740180,Silver,ijaya.dhar814@outlook.com,7826097494,2024-02-14
C03724,Madhavi,Buch,Female,33,1993-06-15,Jaipur,Rajasthan,CSK,Nurse,302045,Silver,madhavi.buch194@outlook.com,6801566748,2024-05-19
C03725,Baljiwan,Kalita,Male,21,2005-06-02,Lucknow,Uttar Pradesh,CSK,Sales Executive,556012,Bronze,baljiwan.kalita445@gmail.com,8153911573,2024-10-04
C03726,Ansh,Dugar,Male,19,2007-05-03,Lucknow,Uttar Pradesh,CSK,Entrepreneur,1330478,Silver,ansh.dugar778@hotmail.com,6891897025,2025-06-15
C03727,Manan,Malhotra,Male,31,1995-08-27,Jaipur,Rajasthan,KKR,Data Scientist,763356,Gold,manan.malhotra697@gmail.com,8967096934,2024-03-29
C03728,Aditya,Talwar,Male,27,1999-09-11,Mohali,Punjab,RR,Data Scientist,1551349,Platinum,aditya.talwar368@gmail.com,8760084435,2025-10-11
C03729,Wyatt,Sarkar,Male,52,1974-04-16,Jaipur,Rajasthan,SRH,Police Officer,564216,Bronze,wyatt.sarkar909@yahoo.com,8446343876,2025-01-09
C03730,Laksh,Bera,Male,52,1974-04-18,Jaipur,Rajasthan,RR,Doctor,1595848,Bronze,laksh.bera777@gmail.com,7129691547,2025-05-28
C03731,Yasti,Prabhu,Female,26,2000-02-28,Hyderabad,Telangana,KKR,Entrepreneur,4094301,Bronze,yasti.prabhu767@hotmail.com,8048612501,2025-12-02
C03732,Balvan,Wali,Male,29,1997-10-01,Bengaluru,Karnataka,CSK,Software Engineer,1072599,Gold,balvan.wali103@gmail.com,8071294205,2024-08-21
C03733,Anya,Barad,Female,40,1986-10-19,Mumbai,Maharashtra,DC,Marketing Executive,398961,Gold,anya.barad819@outlook.com,8725888747,2025-06-28
C03734,Ansh,Bhagat,Male,18,2008-06-03,Delhi,Delhi,RCB,Mechanical Engineer,730047,Bronze,ansh.bhagat2@outlook.com,8635770810,2026-03-26
C03735,Harita,Bail,Female,22,2004-10-19,Delhi,Delhi,RR,Student,290108,Silver,harita.bail844@outlook.com,7238305726,2024-10-27
C03736,Siya,Nair,Female,40,1986-06-14,Mohali,Punjab,SRH,Software Engineer,1048927,Gold,siya.nair872@hotmail.com,7226424446,2024-06-07
